Numer systemowy kandydata;PESEL;Nazwisko;Imię;Telefon;E-mail;Ulica;Nr budynku;Nr mieszkania;Kod pocztowy;Imie;Miejscowość;Kod SIMC miejscowości;Gmina;Kod TERC gminy;Powiat;Kod TERC powiatu;Województwo;Kod TERC województwa;Imię i nazwisko matki;Telefon matki;E-mail matki;Ulica matki;Nr budynku matki;Nr mieszkania matki;Kod pocztowy matki;Dzielnica matki;Miejscowość matki;Kod SIMC miejscowości matki;Gmina matki;Kod TERC gminy matki;Powiat matki;Kod TERC powiatu matki;Województwo matki;Kod TERC województwa matki;Imię i nazwisko ojca;Telefon ojca;E-mail ojca;Ulica ojca;Nr budynku ojca;Nr mieszkania ojca;Kod pocztowy ojca;Dzielnica ojca;Miejscowość ojca;Kod SIMC miejscowości ojca;Gmina ojca;Kod TERC gminy ojca;Powiat ojca;Kod TERC powiatu ojca;Województwo ojca;Kod TERC województwa ojca;Rodzaj rejestracji;Orzeczenie o potrzebie kształcenia specjalnego;Orzeczenie o niepełnosprawności;Planowany rok ukończenia gimnazjum;Numer systemowy gimnazjum macierzystego;Gimnazjum aktywne;Nazwa gimnazjum macierzystego;Adres gimnazjum spoza listy;Ulica gimnazjum macierzystego;Nr budynku gimnazjum macierzystego;Kod pocztowy gimnazjum macierzystego;Dzielnica gimnazjum macierzystego;Miejscowość gimnazjum macierzystego;Kod SIMC miejscowości gimnazjum macierzystego;Gmina gimnazjum macierzystego;Kod TERC gminy gimnazjum macierzystego;Powiat gimnazjum macierzystego;Kod TERC powiatu gimnazjum macierzystego;Województwo gimnazjum macierzystego;Kod TERC województwa gimnazjum macierzystego;Numer systemowy organu prowadzącego gimnazjum macierzyste;Nazwa organu prowadzącego gimnazjum macierzyste;Liczba wybranych szkół;Liczba wybranych oddziałów;Stan weryfikacji podania;Stan weryfikacji osiągnięć;Średnia liczba punktów dla wszystkich preferencji;Nazwa szkoły, w której kandydat został zakwalifikowany;Typ szkoły, w której kandydat został zakwalifikowany;Ulica szkoły, w której kandydat został zakwalifikowany;Nr budynku szkoły, w której kandydat został zakwalifikowany;Kod pocztowy szkoły, w której kandydat został zakwalifikowany;Dzielnica szkoły, w której kandydat został zakwalifikowany;Miejscowość szkoły, w której kandydat został zakwalifikowany;Kod SIMC miejscowości szkoły, w której kandydat został zakwalifikowany;Gmina szkoły, w której kandydat został zakwalifikowany;Kod TERC gminy szkoły, w której kandydat został zakwalifikowany;Powiat szkoły, w której kandydat został zakwalifikowany;Kod TERC powiatu szkoły, w której kandydat został zakwalifikowany;Województwo szkoły, w której kandydat został zakwalifikowany;Kod TERC województwa szkoły, w której kandydat został zakwalifikowany;Numer systemowy oddziału, w którym kandydat został zakwalifikowany;(Symbol) Nazwa oddziału, w którym kandydat został zakwalifikowany;Liczba punktów z jaką kandydat został zakwalifikowany;Numer systemowy organu prowadzącego szkołę przyjęcia;Nazwa organu prowadzącego szkołę przyjęcia;Nazwa szkoły, w której kandydat został przyjęty;Typ szkoły, w której kandydat został przyjęty;Ulica szkoły, w której kandydat został przyjęty;Nr budynku szkoły, w której kandydat został przyjęty;Kod pocztowy szkoły, w której kandydat został przyjęty;Dzielnica szkoły, w której kandydat został przyjęty;Miejscowość szkoły, w której kandydat został przyjęty;Kod SIMC miejscowości szkoły, w której kandydat został przyjęty;Gmina szkoły, w której kandydat został przyjęty;Kod TERC gminy szkoły, w której kandydat został przyjęty;Powiat szkoły, w której kandydat został przyjęty;Kod TERC powiatu szkoły, w której kandydat został przyjęty;Województwo szkoły, w której kandydat został przyjęty;Kod TERC województwa szkoły, w której kandydat został przyjęty;Numer systemowy oddziału, w którym kandydat został przyjęty;(Symbol) Nazwa oddziału, w którym kandydat został przyjęty;Nazwa zawodu;Liczba punktów z jaką kandydat został przyjęty;Tryb przyjęcia;Inny powód przyjęcia;Identyfikator szkoły źródłowej;polski;angielski;niemiecki;francuski;wloski;hiszpanski;rosyjski;matematyka;fizyka;informatyka;historia;biologia;chemia;geografia;wos;zajęcia techniczne;zajęcia artystyczne;edukacja dla bezpieczeństwa;plastyka;muzyka;wf;religia/etyka;zachowanie;Świadectwo z wyróżnieniem;Wynik egzaminu gimnazjalnego z języka polskiego;Wynik egzaminu gimnazjalnego z matematyki;Wynik egzaminu gimnazjalnego z historii i wosu;Wynik egzaminu gimnazjalnego z przedmiotów przyrodniczych;Wynik egzaminu gimnazjalnego z języka obcego na poziomie podstawowym;Wynik egzaminu gimnazjalnego z języka obcego na poziomie rozszerzonym;Status olimpijczyka;Status laureata
20317;66666666666;Sowała;Adrian Kamil;666666666;null;ulica1;12;;98-200;brak;Grabowiec;713616;Sieradz;1014082;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;12;;98-200;brak;Grabowiec;713616;Sieradz;1014082;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;12;;98-200;brak;Grabowiec;713616;Sieradz;1014082;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;161;nie;Publiczne Gimnazjum Gminy Sieradz;;Armii Krajowej;5;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;3;8;podanie zaakceptowane;osiągnięcia zaakceptowane;83,425;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);87.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;87.8;Przyjęcie w ramach przydziału;;;2;2;2;null;null;null;null;2;3;3;2;2;2;2;3;4;4;3;2;2;4;3;5;nie;75;66;81;54;73;30;nie;nie
19551;66666666666;Koliński;Jakub Henryk;666666666;null;ulica1;10:00 AM;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;10:00 AM;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;10:00 AM;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;203;nie;Publiczne Gimnazjum nr 2 w Zduńskiej Woli;;Łaska;84;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;85,46666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);86.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;86.8;Przyjęcie w ramach przydziału;;;3;3;null;4;null;null;null;3;3;6;3;3;3;3;3;4;3;4;4;5;6;5;5;nie;59;52;44;36;63;53;nie;nie
15795;66666666666;Mazurkiewicz;Konrad Paweł;666666666;null;ulica1;14A;;98-220;brak;Ogrodzisko;721900;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;14A;;98-220;brak;Ogrodzisko;721900;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;14A;;98-220;brak;Ogrodzisko;721900;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;208;nie;Gminne Gimnazjum w Czechach;;;142;98-220;brak;Czechy;721567;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;87,53333333;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);85.2;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;85.2;Przyjęcie w ramach przydziału;;;2;4;null;null;null;null;3;3;2;5;5;4;3;4;5;4;4;5;5;4;6;4;4;nie;72;31;78;50;50;28;nie;nie
19630;66666666666;Galus;Sebastian;666666666;null;ulica1;32;;98-220;brak;Biały Ług;721544;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;32;;98-220;brak;Biały Ług;721544;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;32;;98-220;brak;Biały Ług;721544;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;209;nie;Gimnazjum w Janiszewicach;;;17;98-220;brak;Janiszewice;721679;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;3;podanie zaakceptowane;osiągnięcia zaakceptowane;85,06666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);84.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;84.4;Przyjęcie w ramach przydziału;;;2;3;null;null;null;null;3;3;2;4;2;3;2;3;4;4;6;4;4;5;4;4;5;nie;53;55;75;64;65;33;nie;nie
15900;66666666666;Banach;Damian;666666666;null;ulica1;52;;98-275;brak;Dębołęka;699810;Brzeźnio;1014042;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;52;;98-275;brak;Dębołęka;699810;Brzeźnio;1014042;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;52;;98-275;brak;Dębołęka;699810;Brzeźnio;1014042;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;Gimnazjum spoza listy;nie;Publiczne Gimnazjum im. Andrzeja Ruszkowskiego ;98-270 Złoczew ul. Szkolna 18;;;;;;;;;;;;;;;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;77,06666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);84.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;84.4;Przyjęcie w ramach przydziału;;;3;2;null;null;null;null;2;2;3;5;4;2;2;3;4;3;5;3;4;4;5;3;6;nie;69;41;47;57;63;28;nie;nie
19042;66666666666;Durkowski;Adrian Jan;666666666;null;ulica1;3;3;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;3;3;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;3;3;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;5;nie;Gimnazjum nr 5;;ul. Sienkiewicza;117;90-301;brak;Łódź;957650;Łódź;1061011;Łódź;1061;ŁÓDZKIE;10;1;Urząd Miasta Łodzi (Wydział Edukacji);3;3;podanie zaakceptowane;osiągnięcia zaakceptowane;85,06666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);83.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;83.4;Przyjęcie w ramach przydziału;;;2;3;4;null;null;null;null;3;2;4;2;4;3;3;2;2;2;3;4;3;3;3;3;nie;66;38;59;64;70;48;nie;nie
17100;66666666666;Nowak;Mateusz Grzegorz;666666666;null;ulica1;79B;;98-220;brak;Opiesin;721917;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;79B;;98-220;brak;Opiesin;721917;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;79B;;98-220;brak;Opiesin;721917;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;209;nie;Gimnazjum w Janiszewicach;;;17;98-220;brak;Janiszewice;721679;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;4;podanie zaakceptowane;osiągnięcia zaakceptowane;84,25;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);83;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;83;Przyjęcie w ramach przydziału;;;2;4;null;null;null;null;3;3;2;4;3;3;2;4;3;4;4;4;5;3;4;4;5;nie;50;45;84;61;65;25;nie;nie
7903;66666666666;Dłużyński;Szymon;666666666;null;ulica1;14;;98-160;brak;Brzeski;712120;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;14;;98-160;brak;Brzeski;712120;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;5;;98-160;brak;Wola Marzeńska;712278;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;304;tak;Publiczne Gimnazjum nr 1 w Sędziejowicach;;Powstańców 1863 r.;6;98-160;brak;Sędziejowice;712410;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;82,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);82.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;82.8;Przyjęcie w ramach przydziału;;;3;3;3;null;null;null;null;3;3;4;3;3;2;3;4;3;3;4;3;4;5;4;3;nie;50;48;50;46;45;20;nie;nie
8192;66666666666;Kudłacki;Damian Patryk;666666666;null;ulica1;14;;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;14;;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;14;;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;300;tak;Publiczne Gimnazjum nr 1 w Łasku;;Narutowicza;28;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;4;podanie zaakceptowane;osiągnięcia zaakceptowane;80,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);81.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;81.8;Przyjęcie w ramach przydziału;;;3;4;3;null;null;null;null;3;3;5;4;3;3;3;3;4;4;4;5;5;6;null;5;nie;47;45;53;39;40;25;nie;nie
18777;66666666666;Ogłoza;Hubert;666666666;null;ulica1;5b;;98-290;brak;Małków;715532;Warta;1014095;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;5b;;98-290;brak;Małków;715532;Warta;1014095;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;5b;;98-290;brak;Małków;715532;Warta;1014095;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;154;nie;Publiczne Gimnazjum w Warcie (Sieradz);;Świętojańska;5;98-290;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;3;11;podanie zaakceptowane;osiągnięcia zaakceptowane;71,34545455;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);80.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;80.8;Przyjęcie w ramach przydziału;;;3;2;2;null;null;null;null;3;2;6;4;3;2;3;2;4;5;5;3;4;5;5;3;nie;59;38;72;32;48;33;nie;nie
20069;66666666666;Zimoch;Przemysław Łukasz;666666666;null;ulica1;2;2;98-290;brak;Warta;976557;Warta;1014094;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;2;2;98-290;brak;Warta;976557;Warta;1014094;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;2;2;98-290;brak;Warta;976557;Warta;1014094;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;154;nie;Publiczne Gimnazjum w Warcie (Sieradz);;Świętojańska;5;98-290;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;75,6;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);79.6;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;79.6;Przyjęcie w ramach przydziału;;;3;3;3;null;null;null;null;3;3;5;3;3;3;4;2;3;4;3;4;2;null;4;4;nie;44;28;53;50;43;0;nie;nie
18349;66666666666;Dawid;Krystian Adrian;666666666;null;ulica1;21;;98-240;brak;Szadkowice-Kolonia;990385;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;21;;98-240;brak;Szadkowice-Kolonia;990385;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;21;;98-240;brak;Szadkowice-Kolonia;990385;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;210;nie;Gimnazjum w Szadku;;ul.Prusinowska;4;98-240;brak;Szadek;714930;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;78,93333333;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);78.6;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;78.6;Przyjęcie w ramach przydziału;;;3;3;null;null;null;null;3;2;2;4;3;2;2;3;3;5;4;4;4;4;6;6;4;nie;63;31;53;46;90;43;nie;nie
14865;66666666666;Jaros;Dominik;666666666;null;ulica1;14a;;98-220;brak;Polków;721969;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;14a;;98-220;brak;Polków;721969;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;14a;;98-220;brak;Polków;721969;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;208;nie;Gminne Gimnazjum w Czechach;;;142;98-220;brak;Czechy;721567;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;1;2;podanie zaakceptowane;osiągnięcia zaakceptowane;77,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);77.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;77.8;Przyjęcie w ramach przydziału;;;2;2;null;null;null;null;2;2;2;6;2;2;2;2;2;4;4;2;4;4;3;5;5;nie;69;34;66;50;65;33;nie;nie
19608;66666666666;Rachuta;Cezary Adam;666666666;null;ulica1;14;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;14;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;14;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;2;nie;Gimnazjum nr 2;;ul. Jaracza;26;90-262;brak;Łódź;957650;Łódź;1061011;Łódź;1061;ŁÓDZKIE;10;1;Urząd Miasta Łodzi (Wydział Edukacji);2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;77,3;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);77.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;77.8;Przyjęcie w ramach przydziału;;;2;3;3;null;null;null;null;2;2;5;3;3;2;2;2;3;2;4;2;2;4;4;4;nie;56;38;63;57;80;50;nie;nie
15605;66666666666;Domański;Adrian Grzegorz;666666666;null;ulica1;17;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;17;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;86/88;50;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;2;nie;Gimnazjum nr 2;;ul. Jaracza;26;90-262;brak;Łódź;957650;Łódź;1061011;Łódź;1061;ŁÓDZKIE;10;1;Urząd Miasta Łodzi (Wydział Edukacji);2;4;podanie zaakceptowane;osiągnięcia zaakceptowane;81,05;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);77.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;77.8;Przyjęcie w ramach przydziału;;;3;4;4;null;null;null;null;2;3;5;3;3;3;2;3;5;5;4;4;3;5;4;4;nie;53;34;59;25;73;45;nie;nie
